file,shape,n1,n2,ratio,1/ratio,area_n1,area_n2,area_ratio,per_n1,per_n2,per_ratio
circle__1_greaterthan_5_8_perimeter_S2.png, circle,5,8,0.63,1.6,15760,10046,1.57,896,896,1
circle__1_greaterthan_5_9_perimeter_S1.png, circle,5,9,0.56,1.8,17064,8586,1.99,896,896,1
circle__1_greaterthan_5_9_perimeter_S2.png, circle,5,9,0.56,1.8,17064,8586,1.99,896,896,1
circle__1_lessthan_6_1_perimeter_S1.png, circle,6,1,6,0.17,12073,63886,0.19,896,896,1
circle__1_lessthan_6_1_perimeter_S2.png, circle,6,1,6,0.17,12073,63886,0.19,896,896,1
circle__1_lessthan_6_2_perimeter_S1.png, circle,6,2,3,0.33,15141,36156,0.42,896,896,1
circle__1_lessthan_6_2_perimeter_S2.png, circle,6,2,3,0.33,15141,36156,0.42,896,896,1
circle__1_lessthan_6_3_perimeter_S1.png, circle,6,3,2,0.5,13601,27702,0.49,896,896,1
circle__1_lessthan_6_3_perimeter_S2.png, circle,6,3,2,0.5,13601,27702,0.49,896,896,1
circle__1_lessthan_6_4_perimeter_S1.png, circle,6,4,1.5,0.67,12956,18492,0.7,896,896,1
circle__1_lessthan_6_4_perimeter_S2.png, circle,6,4,1.5,0.67,12956,18492,0.7,896,896,1
circle__1_lessthan_6_5_perimeter_S1.png, circle,6,5,1.2,0.83,12857,15641,0.82,896,896,1
circle__1_lessthan_6_5_perimeter_S2.png, circle,6,5,1.2,0.83,12857,15641,0.82,896,896,1
circle__1_equal_6_6_perimeter_S1.png, circle,6,6,1,1,13908,14951,0.93,896,896,1
circle__1_equal_6_6_perimeter_S2.png, circle,6,6,1,1,13908,14951,0.93,896,896,1
circle__1_greaterthan_6_7_perimeter_S1.png, circle,6,7,0.86,1.17,13203,13187,1,896,896,1
circle__1_greaterthan_6_7_perimeter_S2.png, circle,6,7,0.86,1.17,13203,13187,1,896,896,1
circle__1_greaterthan_6_8_perimeter_S1.png, circle,6,8,0.75,1.33,13934,9474,1.47,896,896,1
circle__1_greaterthan_6_8_perimeter_S2.png, circle,6,8,0.75,1.33,13934,9474,1.47,896,896,1
circle__1_greaterthan_6_9_perimeter_S1.png, circle,6,9,0.67,1.5,14062,9257,1.52,896,896,1
circle__1_greaterthan_6_9_perimeter_S2.png, circle,6,9,0.67,1.5,14062,9257,1.52,896,896,1
circle__1_lessthan_7_1_perimeter_S1.png, circle,7,1,7,0.14,11719,63886,0.18,896,896,1
circle__1_lessthan_7_1_perimeter_S2.png, circle,7,1,7,0.14,11719,63886,0.18,896,896,1
circle__1_lessthan_7_2_perimeter_S1.png, circle,7,2,3.5,0.29,11419,33696,0.34,896,896,1
circle__1_lessthan_7_2_perimeter_S2.png, circle,7,2,3.5,0.29,11419,33696,0.34,896,896,1
circle__1_lessthan_7_3_perimeter_S1.png, circle,7,3,2.33,0.43,11741,24906,0.47,896,896,1
circle__1_lessthan_7_3_perimeter_S2.png, circle,7,3,2.33,0.43,11741,24906,0.47,896,896,1
circle__1_lessthan_7_4_perimeter_S1.png, circle,7,4,1.75,0.57,12746,23340,0.55,896,896,1
circle__1_lessthan_7_4_perimeter_S2.png, circle,7,4,1.75,0.57,12746,23340,0.55,896,896,1
circle__1_lessthan_7_5_perimeter_S1.png, circle,7,5,1.4,0.71,11667,15427,0.76,896,896,1
circle__1_lessthan_7_5_perimeter_S2.png, circle,7,5,1.4,0.71,11667,15427,0.76,896,896,1
circle__1_lessthan_7_6_perimeter_S1.png, circle,7,6,1.17,0.86,11651,12914,0.9,896,896,1
circle__1_lessthan_7_6_perimeter_S2.png, circle,7,6,1.17,0.86,11651,12914,0.9,896,896,1
circle__1_equal_7_7_perimeter_S1.png, circle,7,7,1,1,11692,11554,1.01,896,896,1
circle__1_equal_7_7_perimeter_S2.png, circle,7,7,1,1,11692,11554,1.01,896,896,1
circle__1_greaterthan_7_8_perimeter_S1.png, circle,7,8,0.88,1.14,12760,10036,1.27,896,896,1
circle__1_greaterthan_7_8_perimeter_S2.png, circle,7,8,0.88,1.14,12760,10036,1.27,896,896,1
circle__1_greaterthan_7_9_perimeter_S1.png, circle,7,9,0.78,1.29,12102,9420,1.28,896,896,1
circle__1_greaterthan_7_9_perimeter_S2.png, circle,7,9,0.78,1.29,12102,9420,1.28,896,896,1
circle__1_lessthan_8_1_perimeter_S1.png, circle,8,1,8,0.13,9315,63886,0.15,896,896,1
circle__1_lessthan_8_1_perimeter_S2.png, circle,8,1,8,0.13,9315,63886,0.15,896,896,1
circle__1_lessthan_8_2_perimeter_S1.png, circle,8,2,4,0.25,10215,36901,0.28,896,896,1
circle__1_lessthan_8_2_perimeter_S2.png, circle,8,2,4,0.25,10215,36901,0.28,896,896,1
circle__1_lessthan_8_3_perimeter_S1.png, circle,8,3,2.67,0.38,9731,28382,0.34,896,896,1
circle__1_lessthan_8_3_perimeter_S2.png, circle,8,3,2.67,0.38,9731,28382,0.34,896,896,1
circle__1_lessthan_8_4_perimeter_S1.png, circle,8,4,2,0.5,10364,20574,0.5,896,896,1
circle__1_lessthan_8_4_perimeter_S2.png, circle,8,4,2,0.5,10364,20574,0.5,896,896,1
circle__1_lessthan_8_5_perimeter_S1.png, circle,8,5,1.6,0.63,10031,15886,0.63,896,896,1
circle__1_lessthan_8_5_perimeter_S2.png, circle,8,5,1.6,0.63,10031,15886,0.63,896,896,1
circle__1_lessthan_8_6_perimeter_S1.png, circle,8,6,1.33,0.75,10067,14173,0.71,896,896,1
circle__1_lessthan_8_6_perimeter_S2.png, circle,8,6,1.33,0.75,10067,14173,0.71,896,896,1
circle__1_lessthan_8_7_perimeter_S1.png, circle,8,7,1.14,0.88,10691,11938,0.9,896,896,1
circle__1_lessthan_8_7_perimeter_S2.png, circle,8,7,1.14,0.88,10691,11938,0.9,896,896,1
circle__1_equal_8_8_perimeter_S1.png, circle,8,8,1,1,10461,10384,1.01,896,896,1
circle__1_equal_8_8_perimeter_S2.png, circle,8,8,1,1,10461,10384,1.01,896,896,1
circle__1_greaterthan_8_9_perimeter_S1.png, circle,8,9,0.89,1.13,10685,9552,1.12,896,896,1
circle__1_greaterthan_8_9_perimeter_S2.png, circle,8,9,0.89,1.13,10685,9552,1.12,896,896,1
circle__1_lessthan_9_1_perimeter_S1.png, circle,9,1,9,0.11,9052,63886,0.14,896,896,1
circle__1_lessthan_9_1_perimeter_S2.png, circle,9,1,9,0.11,9052,63886,0.14,896,896,1
circle__1_lessthan_9_2_perimeter_S1.png, circle,9,2,4.5,0.22,9621,41954,0.23,896,896,1
circle__1_lessthan_9_2_perimeter_S2.png, circle,9,2,4.5,0.22,9621,41954,0.23,896,896,1
circle__1_lessthan_9_3_perimeter_S1.png, circle,9,3,3,0.33,8952,27088,0.33,896,896,1
circle__1_lessthan_9_3_perimeter_S2.png, circle,9,3,3,0.33,8952,27088,0.33,896,896,1
circle__1_lessthan_9_4_perimeter_S1.png, circle,9,4,2.25,0.44,8740,21867,0.4,896,896,1
circle__1_lessthan_9_4_perimeter_S2.png, circle,9,4,2.25,0.44,8740,21867,0.4,896,896,1
circle__1_lessthan_9_5_perimeter_S1.png, circle,9,5,1.8,0.56,8906,16492,0.54,896,896,1
circle__1_lessthan_9_5_perimeter_S2.png, circle,9,5,1.8,0.56,8906,16492,0.54,896,896,1
circle__1_lessthan_9_6_perimeter_S1.png, circle,9,6,1.5,0.67,9457,14361,0.66,896,896,1
circle__1_lessthan_9_6_perimeter_S2.png, circle,9,6,1.5,0.67,9457,14361,0.66,896,896,1
circle__1_lessthan_9_7_perimeter_S1.png, circle,9,7,1.29,0.78,9364,11106,0.84,896,896,1
circle__1_lessthan_9_7_perimeter_S2.png, circle,9,7,1.29,0.78,9364,11106,0.84,896,896,1
circle__1_lessthan_9_8_perimeter_S1.png, circle,9,8,1.13,0.89,8734,9779,0.89,896,896,1
circle__1_lessthan_9_8_perimeter_S2.png, circle,9,8,1.13,0.89,8734,9779,0.89,896,896,1
circle__1_equal_9_9_perimeter_S1.png, circle,9,9,1,1,9473,9131,1.04,896,896,1
circle__1_equal_9_9_perimeter_S2.png, circle,9,9,1,1,9473,9131,1.04,896,896,1
circle__2_equal_1_1_perimeter_S1.png, circle,1,1,1,1,63886,63886,1,896,896,1
circle__2_greaterthan_1_2_perimeter_S1.png, circle,1,2,0.5,2,63886,33818,1.89,896,896,1
circle__2_greaterthan_1_2_perimeter_S2.png, circle,1,2,0.5,2,63886,33818,1.89,896,896,1
circle__2_greaterthan_1_3_perimeter_S1.png, circle,1,3,0.33,3,63886,26977,2.37,896,896,1
circle__2_greaterthan_1_3_perimeter_S2.png, circle,1,3,0.33,3,63886,26977,2.37,896,896,1
circle__2_greaterthan_1_4_perimeter_S1.png, circle,1,4,0.25,4,63886,20509,3.12,896,896,1
circle__2_greaterthan_1_4_perimeter_S2.png, circle,1,4,0.25,4,63886,20509,3.12,896,896,1
circle__2_greaterthan_1_5_perimeter_S1.png, circle,1,5,0.2,5,63886,16365,3.9,896,896,1
circle__2_greaterthan_1_5_perimeter_S2.png, circle,1,5,0.2,5,63886,16365,3.9,896,896,1
circle__2_greaterthan_1_6_perimeter_S1.png, circle,1,6,0.17,6,63886,14822,4.31,896,896,1
circle__2_greaterthan_1_6_perimeter_S2.png, circle,1,6,0.17,6,63886,14822,4.31,896,896,1
circle__2_greaterthan_1_7_perimeter_S1.png, circle,1,7,0.14,7,63886,11640,5.49,896,896,1
circle__2_greaterthan_1_7_perimeter_S2.png, circle,1,7,0.14,7,63886,11640,5.49,896,896,1
circle__2_greaterthan_1_8_perimeter_S1.png, circle,1,8,0.13,8,63886,10298,6.2,896,896,1
circle__2_greaterthan_1_8_perimeter_S2.png, circle,1,8,0.13,8,63886,10298,6.2,896,896,1
circle__2_greaterthan_1_9_perimeter_S1.png, circle,1,9,0.11,9,63886,8533,7.49,896,896,1
circle__2_greaterthan_1_9_perimeter_S2.png, circle,1,9,0.11,9,63886,8533,7.49,896,896,1
circle__2_lessthan_2_1_perimeter_S1.png, circle,2,1,2,0.5,41039,63886,0.64,896,896,1
circle__2_lessthan_2_1_perimeter_S2.png, circle,2,1,2,0.5,41039,63886,0.64,896,896,1
circle__2_equal_2_2_perimeter_S1.png, circle,2,2,1,1,34123,43987,0.78,896,896,1
circle__2_equal_2_2_perimeter_S2.png, circle,2,2,1,1,34123,43987,0.78,896,896,1
circle__2_greaterthan_2_3_perimeter_S1.png, circle,2,3,0.67,1.5,33334,26060,1.28,896,896,1
circle__2_greaterthan_2_3_perimeter_S2.png, circle,2,3,0.67,1.5,33334,26060,1.28,896,896,1
circle__2_greaterthan_2_4_perimeter_S1.png, circle,2,4,0.5,2,50851,22406,2.27,896,896,1
circle__2_greaterthan_2_4_perimeter_S2.png, circle,2,4,0.5,2,50851,22406,2.27,896,896,1
circle__2_greaterthan_2_5_perimeter_S1.png, circle,2,5,0.4,2.5,39657,15045,2.64,896,896,1
circle__2_greaterthan_2_5_perimeter_S2.png, circle,2,5,0.4,2.5,39657,15045,2.64,896,896,1
circle__2_greaterthan_2_6_perimeter_S1.png, circle,2,6,0.33,3,33728,13657,2.47,896,896,1
circle__2_greaterthan_2_6_perimeter_S2.png, circle,2,6,0.33,3,33728,13657,2.47,896,896,1
circle__2_greaterthan_2_7_perimeter_S1.png, circle,2,7,0.29,3.5,36475,11374,3.21,896,896,1
circle__2_greaterthan_2_7_perimeter_S2.png, circle,2,7,0.29,3.5,36475,11374,3.21,896,896,1
circle__2_greaterthan_2_8_perimeter_S1.png, circle,2,8,0.25,4,49194,9308,5.29,896,896,1
circle__2_greaterthan_2_8_perimeter_S2.png, circle,2,8,0.25,4,49194,9308,5.29,896,896,1
circle__2_greaterthan_2_9_perimeter_S1.png, circle,2,9,0.22,4.5,37864,9497,3.99,896,896,1
circle__2_greaterthan_2_9_perimeter_S2.png, circle,2,9,0.22,4.5,37864,9497,3.99,896,896,1
circle__2_lessthan_3_1_perimeter_S1.png, circle,3,1,3,0.33,27791,63886,0.44,896,896,1
circle__2_lessthan_3_1_perimeter_S2.png, circle,3,1,3,0.33,27791,63886,0.44,896,896,1
circle__2_lessthan_3_2_perimeter_S1.png, circle,3,2,1.5,0.67,25218,47629,0.53,896,896,1
circle__2_lessthan_3_2_perimeter_S2.png, circle,3,2,1.5,0.67,25218,47629,0.53,896,896,1
circle__2_equal_3_3_perimeter_S1.png, circle,3,3,1,1,25413,26812,0.95,896,896,1
circle__2_equal_3_3_perimeter_S2.png, circle,3,3,1,1,25413,26812,0.95,896,896,1
circle__2_greaterthan_3_4_perimeter_S1.png, circle,3,4,0.75,1.33,25555,21873,1.17,896,896,1
circle__2_greaterthan_3_4_perimeter_S2.png, circle,3,4,0.75,1.33,25555,21873,1.17,896,896,1
circle__2_greaterthan_3_5_perimeter_S1.png, circle,3,5,0.6,1.67,26887,15232,1.77,896,896,1
circle__2_greaterthan_3_5_perimeter_S2.png, circle,3,5,0.6,1.67,26887,15232,1.77,896,896,1
circle__2_greaterthan_3_6_perimeter_S1.png, circle,3,6,0.5,2,26544,13509,1.96,896,896,1
circle__2_greaterthan_3_6_perimeter_S2.png, circle,3,6,0.5,2,26544,13509,1.96,896,896,1
circle__2_greaterthan_3_7_perimeter_S1.png, circle,3,7,0.43,2.33,24016,12150,1.98,896,896,1
circle__2_greaterthan_3_7_perimeter_S2.png, circle,3,7,0.43,2.33,24016,12150,1.98,896,896,1
circle__2_greaterthan_3_8_perimeter_S1.png, circle,3,8,0.38,2.67,27561,9101,3.03,896,896,1
circle__2_greaterthan_3_8_perimeter_S2.png, circle,3,8,0.38,2.67,27561,9101,3.03,896,896,1
circle__2_greaterthan_3_9_perimeter_S1.png, circle,3,9,0.33,3,27997,9382,2.98,896,896,1
circle__2_greaterthan_3_9_perimeter_S2.png, circle,3,9,0.33,3,27997,9382,2.98,896,896,1
circle__2_lessthan_4_1_perimeter_S1.png, circle,4,1,4,0.25,19057,63886,0.3,896,896,1
circle__2_lessthan_4_1_perimeter_S2.png, circle,4,1,4,0.25,19057,63886,0.3,896,896,1
circle__2_lessthan_4_2_perimeter_S1.png, circle,4,2,2,0.5,20933,51560,0.41,896,896,1
circle__2_lessthan_4_2_perimeter_S2.png, circle,4,2,2,0.5,20933,51560,0.41,896,896,1
circle__2_lessthan_4_3_perimeter_S1.png, circle,4,3,1.33,0.75,19965,24199,0.83,896,896,1
circle__2_lessthan_4_3_perimeter_S2.png, circle,4,3,1.33,0.75,19965,24199,0.83,896,896,1
circle__2_equal_4_4_perimeter_S1.png, circle,4,4,1,1,20642,18755,1.1,896,896,1
circle__2_equal_4_4_perimeter_S2.png, circle,4,4,1,1,20642,18755,1.1,896,896,1
circle__2_greaterthan_4_5_perimeter_S1.png, circle,4,5,0.8,1.25,17951,16549,1.08,896,896,1
circle__2_greaterthan_4_5_perimeter_S2.png, circle,4,5,0.8,1.25,17951,16549,1.08,896,896,1
circle__2_greaterthan_4_6_perimeter_S1.png, circle,4,6,0.67,1.5,21090,13575,1.55,896,896,1
circle__2_greaterthan_4_6_perimeter_S2.png, circle,4,6,0.67,1.5,21090,13575,1.55,896,896,1
circle__2_greaterthan_4_7_perimeter_S1.png, circle,4,7,0.57,1.75,21505,11799,1.82,896,896,1
circle__2_greaterthan_4_7_perimeter_S2.png, circle,4,7,0.57,1.75,21505,11799,1.82,896,896,1
circle__2_greaterthan_4_8_perimeter_S1.png, circle,4,8,0.5,2,20814,10166,2.05,896,896,1
circle__2_greaterthan_4_8_perimeter_S2.png, circle,4,8,0.5,2,20814,10166,2.05,896,896,1
circle__2_greaterthan_4_9_perimeter_S1.png, circle,4,9,0.44,2.25,18337,9338,1.96,896,896,1
circle__2_greaterthan_4_9_perimeter_S2.png, circle,4,9,0.44,2.25,18337,9338,1.96,896,896,1
circle__2_lessthan_5_1_perimeter_S1.png, circle,5,1,5,0.2,15150,63886,0.24,896,896,1
circle__2_lessthan_5_1_perimeter_S2.png, circle,5,1,5,0.2,15150,63886,0.24,896,896,1
circle__2_lessthan_5_2_perimeter_S1.png, circle,5,2,2.5,0.4,15770,42597,0.37,896,896,1
circle__2_lessthan_5_2_perimeter_S2.png, circle,5,2,2.5,0.4,15770,42597,0.37,896,896,1
circle__2_lessthan_5_3_perimeter_S1.png, circle,5,3,1.67,0.6,16095,27492,0.59,896,896,1
circle__2_lessthan_5_3_perimeter_S2.png, circle,5,3,1.67,0.6,16095,27492,0.59,896,896,1
circle__2_lessthan_5_4_perimeter_S1.png, circle,5,4,1.25,0.8,16717,23905,0.7,896,896,1
circle__2_lessthan_5_4_perimeter_S2.png, circle,5,4,1.25,0.8,16717,23905,0.7,896,896,1
circle__2_equal_5_5_perimeter_S1.png, circle,5,5,1,1,15413,15687,0.98,896,896,1
circle__2_equal_5_5_perimeter_S2.png, circle,5,5,1,1,15413,15687,0.98,896,896,1
circle__2_greaterthan_5_6_perimeter_S1.png, circle,5,6,0.83,1.2,16541,13488,1.23,896,896,1
circle__2_greaterthan_5_6_perimeter_S2.png, circle,5,6,0.83,1.2,16541,13488,1.23,896,896,1
circle__2_greaterthan_5_7_perimeter_S1.png, circle,5,7,0.71,1.4,17214,12917,1.33,896,896,1
circle__2_greaterthan_5_7_perimeter_S2.png, circle,5,7,0.71,1.4,17214,12917,1.33,896,896,1
circle__2_greaterthan_5_8_perimeter_S1.png, circle,5,8,0.63,1.6,17060,10498,1.63,896,896,1
circle__2_greaterthan_5_8_perimeter_S2.png, circle,5,8,0.63,1.6,17060,10498,1.63,896,896,1
circle__2_greaterthan_5_9_perimeter_S1.png, circle,5,9,0.56,1.8,15857,8469,1.87,896,896,1
circle__2_greaterthan_5_9_perimeter_S2.png, circle,5,9,0.56,1.8,15857,8469,1.87,896,896,1
circle__2_lessthan_6_1_perimeter_S1.png, circle,6,1,6,0.17,12696,63886,0.2,896,896,1
circle__2_lessthan_6_1_perimeter_S2.png, circle,6,1,6,0.17,12696,63886,0.2,896,896,1
circle__2_lessthan_6_2_perimeter_S1.png, circle,6,2,3,0.33,13853,33231,0.42,896,896,1
circle__2_lessthan_6_2_perimeter_S2.png, circle,6,2,3,0.33,13853,33231,0.42,896,896,1
circle__2_lessthan_6_3_perimeter_S1.png, circle,6,3,2,0.5,14005,27906,0.5,896,896,1
circle__2_lessthan_6_3_perimeter_S2.png, circle,6,3,2,0.5,14005,27906,0.5,896,896,1
circle__2_lessthan_6_4_perimeter_S1.png, circle,6,4,1.5,0.67,13294,21408,0.62,896,896,1
circle__2_lessthan_6_4_perimeter_S2.png, circle,6,4,1.5,0.67,13294,21408,0.62,896,896,1
circle__2_lessthan_6_5_perimeter_S1.png, circle,6,5,1.2,0.83,12989,17385,0.75,896,896,1
circle__2_lessthan_6_5_perimeter_S2.png, circle,6,5,1.2,0.83,12989,17385,0.75,896,896,1
circle__2_equal_6_6_perimeter_S1.png, circle,6,6,1,1,13732,13165,1.04,896,896,1
circle__2_equal_6_6_perimeter_S2.png, circle,6,6,1,1,13732,13165,1.04,896,896,1
circle__2_greaterthan_6_7_perimeter_S1.png, circle,6,7,0.86,1.17,13870,11919,1.16,896,896,1
circle__2_greaterthan_6_7_perimeter_S2.png, circle,6,7,0.86,1.17,13870,11919,1.16,896,896,1
circle__2_greaterthan_6_8_perimeter_S1.png, circle,6,8,0.75,1.33,14349,10901,1.32,896,896,1
circle__2_greaterthan_6_8_perimeter_S2.png, circle,6,8,0.75,1.33,14349,10901,1.32,896,896,1
circle__2_greaterthan_6_9_perimeter_S1.png, circle,6,9,0.67,1.5,15732,8805,1.79,896,896,1
circle__2_greaterthan_6_9_perimeter_S2.png, circle,6,9,0.67,1.5,15732,8805,1.79,896,896,1
circle__2_lessthan_7_1_perimeter_S1.png, circle,7,1,7,0.14,12497,63886,0.2,896,896,1
circle__2_lessthan_7_1_perimeter_S2.png, circle,7,1,7,0.14,12497,63886,0.2,896,896,1
circle__2_lessthan_7_2_perimeter_S1.png, circle,7,2,3.5,0.29,11183,43829,0.26,896,896,1
circle__2_lessthan_7_2_perimeter_S2.png, circle,7,2,3.5,0.29,11183,43829,0.26,896,896,1
circle__2_lessthan_7_3_perimeter_S1.png, circle,7,3,2.33,0.43,11257,24839,0.45,896,896,1
circle__2_lessthan_7_3_perimeter_S2.png, circle,7,3,2.33,0.43,11257,24839,0.45,896,896,1
circle__2_lessthan_7_4_perimeter_S1.png, circle,7,4,1.75,0.57,10193,19061,0.53,896,896,1
circle__2_lessthan_7_4_perimeter_S2.png, circle,7,4,1.75,0.57,10193,19061,0.53,896,896,1
circle__2_lessthan_7_5_perimeter_S1.png, circle,7,5,1.4,0.71,11524,14189,0.81,896,896,1
circle__2_lessthan_7_5_perimeter_S2.png, circle,7,5,1.4,0.71,11524,14189,0.81,896,896,1
circle__2_lessthan_7_6_perimeter_S1.png, circle,7,6,1.17,0.86,12133,15245,0.8,896,896,1
circle__2_lessthan_7_6_perimeter_S2.png, circle,7,6,1.17,0.86,12133,15245,0.8,896,896,1
circle__2_equal_7_7_perimeter_S1.png, circle,7,7,1,1,12678,10711,1.18,896,896,1
circle__2_equal_7_7_perimeter_S2.png, circle,7,7,1,1,12678,10711,1.18,896,896,1
circle__2_greaterthan_7_8_perimeter_S1.png, circle,7,8,0.88,1.14,10950,10040,1.09,896,896,1
circle__2_greaterthan_7_8_perimeter_S2.png, circle,7,8,0.88,1.14,10950,10040,1.09,896,896,1
circle__2_greaterthan_7_9_perimeter_S1.png, circle,7,9,0.78,1.29,10821,9273,1.17,896,896,1
circle__2_greaterthan_7_9_perimeter_S2.png, circle,7,9,0.78,1.29,10821,9273,1.17,896,896,1
circle__2_lessthan_8_1_perimeter_S1.png, circle,8,1,8,0.13,9264,63886,0.15,896,896,1
circle__2_lessthan_8_1_perimeter_S2.png, circle,8,1,8,0.13,9264,63886,0.15,896,896,1
circle__2_lessthan_8_2_perimeter_S1.png, circle,8,2,4,0.25,9985,36030,0.28,896,896,1
circle__2_lessthan_8_2_perimeter_S2.png, circle,8,2,4,0.25,9985,36030,0.28,896,896,1
circle__2_lessthan_8_3_perimeter_S1.png, circle,8,3,2.67,0.38,10239,26875,0.38,896,896,1
circle__2_lessthan_8_3_perimeter_S2.png, circle,8,3,2.67,0.38,10239,26875,0.38,896,896,1
circle__2_lessthan_8_4_perimeter_S1.png, circle,8,4,2,0.5,9457,18779,0.5,896,896,1
circle__2_lessthan_8_4_perimeter_S2.png, circle,8,4,2,0.5,9457,18779,0.5,896,896,1
circle__2_lessthan_8_5_perimeter_S1.png, circle,8,5,1.6,0.63,10464,17958,0.58,896,896,1
circle__2_lessthan_8_5_perimeter_S2.png, circle,8,5,1.6,0.63,10464,17958,0.58,896,896,1
circle__2_lessthan_8_6_perimeter_S1.png, circle,8,6,1.33,0.75,10474,15051,0.7,896,896,1
circle__2_lessthan_8_6_perimeter_S2.png, circle,8,6,1.33,0.75,10474,15051,0.7,896,896,1
circle__2_lessthan_8_7_perimeter_S1.png, circle,8,7,1.14,0.88,9956,11939,0.83,896,896,1
circle__2_lessthan_8_7_perimeter_S2.png, circle,8,7,1.14,0.88,9956,11939,0.83,896,896,1
circle__2_equal_8_8_perimeter_S1.png, circle,8,8,1,1,9764,10378,0.94,896,896,1
circle__2_equal_8_8_perimeter_S2.png, circle,8,8,1,1,9764,10378,0.94,896,896,1
circle__2_greaterthan_8_9_perimeter_S1.png, circle,8,9,0.89,1.13,9674,9224,1.05,896,896,1
circle__2_greaterthan_8_9_perimeter_S2.png, circle,8,9,0.89,1.13,9674,9224,1.05,896,896,1
circle__2_lessthan_9_1_perimeter_S1.png, circle,9,1,9,0.11,9085,63886,0.14,896,896,1
circle__2_lessthan_9_1_perimeter_S2.png, circle,9,1,9,0.11,9085,63886,0.14,896,896,1
circle__2_lessthan_9_2_perimeter_S1.png, circle,9,2,4.5,0.22,8629,48918,0.18,896,896,1
circle__2_lessthan_9_2_perimeter_S2.png, circle,9,2,4.5,0.22,8629,48918,0.18,896,896,1
circle__2_lessthan_9_3_perimeter_S1.png, circle,9,3,3,0.33,8370,25721,0.33,896,896,1
circle__2_lessthan_9_3_perimeter_S2.png, circle,9,3,3,0.33,8370,25721,0.33,896,896,1
circle__2_lessthan_9_4_perimeter_S1.png, circle,9,4,2.25,0.44,8430,18482,0.46,896,896,1
circle__2_lessthan_9_4_perimeter_S2.png, circle,9,4,2.25,0.44,8430,18482,0.46,896,896,1
circle__2_lessthan_9_5_perimeter_S1.png, circle,9,5,1.8,0.56,8683,17157,0.51,896,896,1
circle__2_lessthan_9_5_perimeter_S2.png, circle,9,5,1.8,0.56,8683,17157,0.51,896,896,1
circle__2_lessthan_9_6_perimeter_S1.png, circle,9,6,1.5,0.67,9417,13033,0.72,896,896,1
circle__2_lessthan_9_6_perimeter_S2.png, circle,9,6,1.5,0.67,9417,13033,0.72,896,896,1
circle__2_lessthan_9_7_perimeter_S1.png, circle,9,7,1.29,0.78,8332,11977,0.7,896,896,1
circle__2_lessthan_9_7_perimeter_S2.png, circle,9,7,1.29,0.78,8332,11977,0.7,896,896,1
circle__2_lessthan_9_8_perimeter_S1.png, circle,9,8,1.13,0.89,8371,9331,0.9,896,896,1
circle__2_lessthan_9_8_perimeter_S2.png, circle,9,8,1.13,0.89,8371,9331,0.9,896,896,1
circle__2_equal_9_9_perimeter_S1.png, circle,9,9,1,1,8804,8573,1.03,896,896,1
circle__2_equal_9_9_perimeter_S2.png, circle,9,9,1,1,8804,8573,1.03,896,896,1
circle__1_equal_1_1_area_S1.png, circle,1,1,1,1,13824,13824,1,416,416,1
circle__1_greaterthan_1_2_area_S1.png, circle,1,2,0.5,2,13824,13824,1,416,577,0.72
circle__1_greaterthan_1_2_area_S2.png, circle,1,2,0.5,2,13824,13824,1,416,577,0.72
circle__1_greaterthan_1_3_area_S1.png, circle,1,3,0.33,3,13824,13824,1,416,703,0.59
circle__1_greaterthan_1_3_area_S2.png, circle,1,3,0.33,3,13824,13824,1,416,703,0.59
circle__1_greaterthan_1_4_area_S1.png, circle,1,4,0.25,4,13824,13824,1,416,819,0.51
circle__1_greaterthan_1_4_area_S2.png, circle,1,4,0.25,4,13824,13824,1,416,819,0.51
circle__1_greaterthan_1_5_area_S1.png, circle,1,5,0.2,5,13824,13824,1,416,916,0.45
circle__1_greaterthan_1_5_area_S2.png, circle,1,5,0.2,5,13824,13824,1,416,916,0.45
circle__1_greaterthan_1_6_area_S1.png, circle,1,6,0.17,6,13824,13824,1,416,976,0.43
circle__1_greaterthan_1_6_area_S2.png, circle,1,6,0.17,6,13824,13824,1,416,976,0.43
circle__1_greaterthan_1_7_area_S1.png, circle,1,7,0.14,7,13824,13824,1,416,1047,0.4
circle__1_greaterthan_1_7_area_S2.png, circle,1,7,0.14,7,13824,13824,1,416,1047,0.4
circle__1_greaterthan_1_8_area_S1.png, circle,1,8,0.13,8,13824,13824,1,416,1127,0.37
circle__1_greaterthan_1_8_area_S2.png, circle,1,8,0.13,8,13824,13824,1,416,1127,0.37
circle__1_greaterthan_1_9_area_S1.png, circle,1,9,0.11,9,13824,13824,1,416,1202,0.35
circle__1_greaterthan_1_9_area_S2.png, circle,1,9,0.11,9,13824,13824,1,416,1202,0.35
circle__1_lessthan_2_1_area_S1.png, circle,2,1,2,0.5,13824,13824,1,559,416,1.34
circle__1_lessthan_2_1_area_S2.png, circle,2,1,2,0.5,13824,13824,1,559,416,1.34
circle__1_equal_2_2_area_S1.png, circle,2,2,1,1,13824,13824,1,561,558,1.01
circle__1_equal_2_2_area_S2.png, circle,2,2,1,1,13824,13824,1,561,558,1.01
circle__1_greaterthan_2_3_area_S1.png, circle,2,3,0.67,1.5,13824,13824,1,574,697,0.82
circle__1_greaterthan_2_3_area_S2.png, circle,2,3,0.67,1.5,13824,13824,1,574,697,0.82
